Index;Gender;Place;Location;Date;Type;Label;Description;Comentario;Puntuacion;Lugar;Puntuacion Global;Etiqueta;SentimientoComentario
Usuario1289;Male;Islas Marietas;Occidente;2015-07;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario941;Female;Islas Marietas;Estados Unidos;2016-08;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario412;Female;Islas Marietas;Canada;2015-11;Friends;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario384;Female;Islas Marietas;Canada;2015-02;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario448;Female;Islas Marietas;Canada;2015-08;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Importante ir un grupo de mas de 4 personas p que el costo de la lancha sea mas reducido (por persona);5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario1290;Male;Islas Marietas;Occidente;2014-02;Business;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Es un lugar mágico de verdad si tuviste la oportunidad de visitar sus aguas cristalinas, donde puedes bucear hacer snorkel y si esta bien el temporal kayak. fam...;5.0;Islas Marietas;4.5;Mexicano;0.5
Usuario652;Female;Islas Marietas;Centro;2017-02;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;El lugar esta precioso, el admirar los diferentes tipos de aves que habitan estas islas y las actividades acuáticas que se pueden practicar aquí,;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario953;Female;Islas Marietas;Estados Unidos;2015-01;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;I really wanted to see the Marietas Islands and I really wanted it to be spectacular but on the way out to the islands, I started feeling sea sick - it's about ...;3.0;Islas Marietas;4.5;Extranjero;-0.5
Usuario856;Male;Islas Marietas;Estados Unidos;2014-09;Friends;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario901;Female;Islas Marietas;Estados Unidos;2016-03;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;This was very stunning and well worth the trip. Our tour guides with Dressel Divers were top notch and very safe. We all loved seeing this area.;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario720;Female;Islas Marietas;Centro;2016-10;Alone;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Para ir a Las Marietas tienes que ir en Tour. No hay demasiado para ir ver, porque la playa escondida esta cerrada al publico. La gente del Tour te lo hace de f...;3.0;Islas Marietas;4.5;Mexicano;0.0
Usuario467;Male;Islas Marietas;Centro;2016-12;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Si estas en vallarta tienes que hacer este tour vale muchisimo la pena es uno de los lugares mas increible que he visitado 100 % recomendado;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario322;Male;Islas Marietas;Australia;2015-11;Friends;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Tomen el camion desde Puerto Vallarta, vale como $26 y en 50 min. ya estan en Punta Mita, el punto mas corto para llegar a las islas Marietas, se los recomiendo...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario733;Female;Islas Marietas;Chile;2014-04;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;I've been wanting to go here for years. So I finally did and it was awesome. Our guide was great he took us all around the island and showed us all the interest...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario816;Male;Islas Marietas;Estados Unidos;2014-08;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;This was a GREAT tour. There is a huge caveat to that, which is if you go during the off season, expect it to be VERY ROUGH. We went and did not know how bad it...;4.0;Islas Marietas;4.5;Extranjero;0.5
Usuario1001;Female;Islas Marietas;Estados Unidos;2014-06;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario1335;Female;Islas Marietas;Occidente;2015-08;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;lindo paseo, el servicio y atencion del ferry muy buena, la isla muy linda realmente se pasa un lindo dia;4.0;Islas Marietas;4.5;Mexicano;1.0
Usuario912;Female;Islas Marietas;Estados Unidos;2016-03;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;The boat ride out to the island was okay and the staff from Vallarta adventures was great. The drinks flowed freely and the lunch on the boat was good. Had a ...;3.0;Islas Marietas;4.5;Extranjero;0.0
Usuario520;Male;Islas Marietas;Centro;2015-03;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Para llegar es dificil porque hay que nadar 120 metros aprox, pero es muy padre estar en esa playa escondida y solo un hoyo por donde entra el sol, necesitas ca...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario826;Male;Islas Marietas;Estados Unidos;2015-03;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario661;Female;Islas Marietas;Centro;2013-08;Friends;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Vale la pena tomar el tour. Aunque la verdad es que estas taaaan poquitititito tiempo en la playa escondida que te dejan como niño con juguete nuevo por solo 10...;5.0;Islas Marietas;4.5;Mexicano;-0.5
Usuario860;Male;Islas Marietas;Estados Unidos;2016-04;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;We booked an Ecotour because I have enjoyed them in other places. This did not disappoint. This was partially due to the show put on by our guide Keven and the ...;5.0;Islas Marietas;4.5;Extranjero;0.5
Usuario860;Male;Islas Marietas;Estados Unidos;2016-04;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;We booked an Ecotour because I have enjoyed them in other places. This did not disappoint. This was partially due to the show put on by our guide Keven and the ...;5.0;Islas Marietas;4.5;Extranjero;0.5
Usuario860;Male;Islas Marietas;Estados Unidos;2016-04;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Boat excursions allow swimming into hidden beach through low ceiling cave, snorkeling, and scuba diving. The actual park is a sanctuary that doesn't allow land...;3.0;Islas Marietas;4.5;Extranjero;0.5
Usuario860;Male;Islas Marietas;Estados Unidos;2016-04;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Boat excursions allow swimming into hidden beach through low ceiling cave, snorkeling, and scuba diving. The actual park is a sanctuary that doesn't allow land...;3.0;Islas Marietas;4.5;Extranjero;0.5
Usuario283;Male;Islas Marietas;Argentina;2015-04;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Es increíble! Hice la excursión con Vallarta by Boat, muy recomendable. Muy buena compañía y más accesible que otras que dan el mismo servicio. El lugar es aluc...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario1258;Male;Islas Marietas;Occidente;2019-03;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Tour con el operador #1 Vallarta Adventure: avistamiento de aves, playa escondida, snorkel, gran experiencia!!;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario1049;Female;Islas Marietas;Estados Unidos;2016-09;Couple;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Es una experiencia inolvidable, te vas al pueblito y después buscas unas personas que te lleven en lancha a la Isla Marietas, hay una montaña y en medio un huec...;5.0;Islas Marietas;4.5;Extranjero;-1.0
Usuario371;Male;Islas Marietas;Canada;2017-04;Family;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario905;Female;Islas Marietas;Estados Unidos;2014-04;Friends;4;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario966;Female;Islas Marietas;Estados Unidos;2017-01;Alone;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;It would have gotten 5 stars, but there were soo many different tours there it took away from the natural beauty. We went snorkeling and literally kept on gett...;3.0;Islas Marietas;4.5;Extranjero;-0.5
Usuario510;Male;Islas Marietas;Centro;2016-04;Family;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Es una experiencia muy bonita, sin embargo, el precio es muy alto para que solo te den un paseo de una hora.;3.0;Islas Marietas;4.5;Mexicano;0.0
Usuario666;Female;Islas Marietas;Centro;2015-01;Friends;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;el viaje es muy hermoso, el lugar vale la pena conocerlo pues es un lugar único, sobre todo la isla del amor. El chico que nos ayudo a llegar fue muy atento, am...;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario397;Female;Islas Marietas;Canada;2017-02;Couple;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Very good trip - well organized - food is good and snorkeling was interesting. Beautiful fishes of various colors. The water this November is very warm and it...;4.0;Islas Marietas;4.5;Extranjero;0.5
Usuario1145;Female;Islas Marietas;Noreste;2015-04;Couple;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario803;Male;Islas Marietas;Estados Unidos;2014-07;Family;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Just stunning. Came here on a tour with vallarta adventures and it was well worth it. The swim into the hidden beach was so much fun. the whole area is just stu...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario1069;Female;Islas Marietas;Finlandia;;Friends;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Muy bonito, pero el snorkel no es muy bueno y hay aguamalas, necesitas condición para llegar ya que tienes que nadar algunos metros batallando con las olas de m...;4.0;Islas Marietas;4.5;Extranjero;0.5
Usuario1183;Male;Islas Marietas;Noroeste;2014-04;Couple;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;No hay palabras para describirlo hay que conocer muy padre el lugar, divertido lastima que se me fueron las ballenas y no las vi..!!;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario355;Male;Islas Marietas;Canada;2015-03;Couple;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;hired a private boat from the coop in Punta de mita and it was worth the 1600 pesos. Anthony and Miguel were great. It can be a little scary at high tide but ...;4.0;Islas Marietas;4.5;Extranjero;1.0
Usuario1018;Female;Islas Marietas;Estados Unidos;2013-04;Couple;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;This is an amazing, must-visit place in the Puerto Vallarta area. It's best to take the boat from Punta de Mita, north of Puerto Vallarta. The sensation when yo...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario526;Male;Islas Marietas;Centro;2013-05;Family;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Es preferible ir en un tour no comercial (que son de 100 personas), Contratar un tour privado como para 5 personas que además te ayudarán al momento de ingresar...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario1448;Male;Islas Marietas;Sureste;2015-12;Alone;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario1432;Male;Islas Marietas;Reino Unido;2014-12;Friends;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario1053;Female;Islas Marietas;Estados Unidos;2014-02;Couple;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Los paisajes, la oportunidad de snorkelear, ver de cerca los peces, corales, aves, nadar hacia la isla, Genial..;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario1003;Female;Islas Marietas;Estados Unidos;2014-07;Couple;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario534;Male;Islas Marietas;Centro;2017-05;Couple;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario820;Male;Islas Marietas;Estados Unidos;2015-07;Family;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario921;Female;Islas Marietas;Estados Unidos;2014-06;Family;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;going to Maristas Island was an amazing experience, we did the tour with eco explorer company. the amount of visitors is limited, so plan ahead. The time inside...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario728;Male;Islas Marietas;Chile;2015-04;Couple;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;The tour for Marietas Islands begins in the morning with a boat ride from the commercial marina out to the Islands west of the bay. After an enjoyable boat rid...;4.0;Islas Marietas;4.5;Extranjero;0.5
Usuario404;Female;Islas Marietas;Canada;2015-01;Friends;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario920;Female;Islas Marietas;Estados Unidos;2014-06;Couple;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;You must be a good swimmer to get onto the island. It was beautiful but there were too many on the ship that swam to the island and we only had 15 minutes ther...;4.0;Islas Marietas;4.5;Extranjero;0.0
Usuario1175;Male;Islas Marietas;Noroeste;2015-08;Family;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Lo ideal es contratar un servicio privado que te lleven a snorkelear, ahí si vale la pena, ya que el servicio que ofrecen en Punta de Mita es simplemente muy li...;3.0;Islas Marietas;4.5;Mexicano;1.0
Usuario954;Female;Islas Marietas;Estados Unidos;2015-05;Friends;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario984;Female;Islas Marietas;Estados Unidos;2013-07;Couple;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario451;Female;Islas Marietas;Canada;2015-09;Couple;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Llegar a las Islas Marietas es increíble. Hay tours que te llevan primero a hacer snorkel o kayak en una de las islas, y después, en la segunda isla, se entra a...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario331;Male;Islas Marietas;Canada;2014-12;Family;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario1317;Female;Islas Marietas;Occidente;2015-03;Family;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;este lugar tan paradisiaco lleno de tono azul, tan transparente tan unico hace que realmente sientas que la tierra es un paraisi regalo de dios hecho con amor, ...;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario963;Female;Islas Marietas;Estados Unidos;2012-08;Couple;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Yes this is something you should do at least once. Snorkel under the arch onto the island very cool.;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario339;Male;Islas Marietas;Canada;2015-11;Family;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario327;Female;Islas Marietas;Australia;2016-11;Couple;3;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;I was disappointed with this attraction. I was excepting something completly different. All boat tour to a group of islands. First stop was to an island with w...;3.0;Islas Marietas;4.5;Extranjero;-0.5
