Usuario;Comentario;Puntuacion;Lugar;Puntuacion Global
Usuario1497;easy walk from the waterfront or most downtown hotels, and way cheaper. Good quality breakfast with good portions. Very good service.;4.0;Abode Restaurant;4.0
Usuario1497;While this hotel is close to the water, it is a bit older. We booked a Harbor Front Premium room, the premium means that it is on floor 11 or higher and a clea...;3.0;The Pinnacle Hotel Harbourfront;4.0
Usuario1497;This is a good option for those that don't want to stay at a pricey resort. The hotel is clean and similar to any Hyatt Place in Canada. It does have a free b...;4.0;Hyatt Place Los Cabos;4.5
Usuario1497;Service is excellent and so is the food quality. Mainly Mexican food. We did not know, but it looks like their specialty is a ceasar salad and saw some prepar...;5.0;Tropicana Inn Bar & Grill;4.5
Usuario1497;a great location for people watching. Great quality burgers cooked fresh with excellent ingredients. I had the Mozza burger and it came with 3 huge slices of ...;4.0;WTF Burger Bar;4.5
Usuario1497;This place is right off the highway and makes a wonderful stop. There are a number of restaurants to choose from and we ate a Big Tony's. The burger was too b...;4.0;El Merkado;4.5
Usuario1497;Stopped in here for breakfast, and played it safe while ordering, but got a huge portion of high quality breakfast at a good price. I did not order the eggs be...;5.0;Wicked Pizza;4.5
Usuario878;Fun, but has some drawbacks like inability to take your cellphone inside. It’s a novelty place so our group went with the flow, not sure I’d go back again.;3.0;minus5 ICEBAR;4.0
Usuario878;16 years ago we had our small wedding reception here, so when I was planning my husband’s 50th birthday in Vegas I figured this should be the place to have his ...;5.0;Aureole;4.0
Usuario878;We stopped in for a quick lunch and the food was generous in portions. Our waitress and the staff were excellent and attentive. I definitely recommend.;4.0;House of Blues;4.5
Usuario878;Just took a beautiful sunset sail with the very cool captain Rob and his first mate Andrew. They were excellent, hospitable, and down to earth. We had a lovely ...;5.0;Movin' On Sailing the Outer Banks;5.0
Usuario878;This was a fantastic tour and John our tour guide and driver was the best. He was knowledgeable , friendly, and informative. We got some great shots of the hor...;5.0;Corolla Outback Adventures;5.0
Usuario878;Recently stayed here for a long weekend and I was overall impressed with service. The room was spacious with a nice sized balcony and excellent view of the ocea...;5.0;Eden Roc Miami Beach;4.5
Usuario878;The food was incredible and atmosphere cozy. My friends and I really enjoyed everything we ordered from the decadent lobster pot pie, the filet mignon , to the...;5.0;STRIPSTEAK Miami by Michael Mina;4.5
Usuario878;The food was fantastic, especially the portobello burger, absolutely delicious! The cocktails were refreshing and well balanced.;5.0;Splash Poolside Restaurant and Grill;4.5
Usuario878;My friends and I went here on the recommendation from the staff at our hotel. The food was fantastic and the staff an absolute delight. I highly recommend the b...;5.0;Osteria del Teatro;4.5
Usuario878;I don't typically go to a place like this because it seems overly touristy, but I have to admit I had a lot of fun. It was lively, the entertainment nonstop, an...;5.0;Mango's Tropical Cafe;4.0
Usuario878;Our boat guy recommended this place for lunch, and we were not disappointed. The blackened grouper sandwich, fried grouper fingers, and conch fritters were all ...;4.0;Queen Conch;4.0
Usuario878;Our group went here a few times on our recent trip and the food was fantastic, I think we ordered everything off the menu, but the favorites definitely included...;5.0;Glass Window Bar and Grill;4.0
Usuario878;This was the one thing I did not want to miss seeing during my stay on Eleuthera and I'm so happy I got to see. The pictures don't do it justice. I definitely r...;5.0;Glass Window;4.5
Usuario878;Very friendly staff and great service. The food was very good. We had spicy shrimp, buffalo wings, cracked grouper, and the blackened grouper, and some tropical...;4.0;Daddy Joes;4.5
Usuario878;Went here for a drink with our group of 7 after hearing the great reviews , two rounds of drinks and $400+ bill that included $20 patròn shots, and not everyone...;3.0;Coral Sands Beach Bar;4.5
Usuario878;This was an excellent thing to do in St. Thomas. The crew was really cool, down to earth group, and very knowledgable . We were able to see some sea turtles, a...;5.0;Cool Boats USVI;5.0
Usuario878;Stopped here on a recent cruise with Norwegian. We caught a taxi from the port and had a nice mountainous ride with pretty views to reach this little beach. The...;4.0;Cane Garden Bay;4.5
Usuario878;Stopped here with some friends while visiting Cane Garden Bay and wished we had stopped here first after previously eating at another place on the beach . One o...;4.0;Myett's Garden and Grill;4.0
Usuario878;A little off the beaten path and away from the more tourist oriented city of Puerto Vallarta . Went down with a a group of five people, where we rented a house....;4.0;Punta De Mita;4.5
Usuario878;Had a great time here, and was lovely to see the sunset over the ocean in the distance. The food was great, our group ordered a bunch of different pizzas. The s...;4.0;Kilometro 5 Surf Bar;4.5
Usuario883;The grilled halibut and buttercream cake are the best on the menu. Excellent and we came twice for the cake and I'm not a cake person.;4.0;RED O Mexican Cusine;4.0
Usuario883;I've eaten all over the world and THIS was the best meal I've ever had in my LIFE! No lie....bar none. Mussels, lobster cocktail, chunk lobster salad and poache...;5.0;The Lobster;5.0
Usuario883;If you're a thrill seeker this is a MUST! If the waves aren't bad you get to swim through. I wouldn't recommend this for small children or anyone who can't hand...;5.0;Islas Marietas;4.5
Usuario883;I am obsessed with this restaurant and WHY AREN'T THEY NUMBER 1???? They should be! I am a super foodie and LOVED everything about this restaurant. Impeccable s...;5.0;Weinkeller;4.5
Usuario883;Our guide was Leo and the sea lion's name was Xanda. We loved the experience and Leo was very knowledgeable and made sure we had fun. It was worth every penny a...;5.0;Vallarta Adventures - Las Caletas Beach Hideaway;4.5
Usuario883;Love the different themed menus each night, was like eating some place new every day. Even the desserts matched each theme...i.e. Italian, Mediterranean, Spanis...;5.0;Omaggio;4.5
Usuario883;We waited in line for 1 hour for this ride and it was sooooo worth it! The view was beautiful on the way up and the ride down was AWESOME! You really must try i...;5.0;Smoky Mountain Alpine Coaster;4.5
Usuario883;I've been to the San Diego Zoo, Audubon Zoo in New Orleans and many others, but those were my top 2 favorites until we visited Fort Worth Zoo. We almost didn't ...;5.0;Fort Worth Zoo;4.5
Usuario883;My husband and I were in Key West September 25th through the 28th and found this street cafe gem. We had read the reviews on tripadvisor and were anxious to try...;5.0;Bien;5.0
Usuario883;My husband and I visited Key West the end of September. We were recommended by our tour guide from Fury Glass Bottom Boat. After trying a couple spots on the is...;5.0;Alonzo's Oyster Bar;4.0
Usuario883;My husband and I were in Key West late September. We had not made reservations and decided to just wing it. The hotel turned out to be pleasantly surprising and...;4.0;Ocean Key Resort & Spa;4.5
Usuario883;We enjoyed the Sataki (fresh fish of the day on skewers that you cook yourself on a small fire grill). Lobster mac wasn't anything special. Breakfast was good, ...;4.0;Hot Tin Roof;4.5
Usuario883;My husband and I visited Key West the end of September. Based on the review from TripAdvisor bloggers we decided to eat here. The oysters were dirty, lots of sh...;2.0;Half Shell Raw Bar;4.0
Usuario883;My husband and I flew into Miami the end of September and drove to Homestead (not far) on our way to the Keys. We were there on a Wednesday and were the only pe...;5.0;Safari Edventure;4.5
Usuario883;My husband and I were in Key West the end of September. We ordered lobster bisque, raw oysters, ceviche (made with the fish of the day) and key lime pie. Everyt...;4.0;The Fish House;4.5
Usuario883;My husband and I went to Key West the end of September and drove to Marathon. We happened upon this place and were pleasantly surprised. Everything is fresh off...;4.0;King Seafood- Market & Restaurant;4.5
Usuario883;My husband and I flew into Miami late September. We decided to wing it and did not have reservations anywhere. That almost turned into a nightmare until we disc...;4.0;La Flora;4.5
Usuario1627;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario1627;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario1627;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario1627;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario1627;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario1627;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario1627;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario820;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario820;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario820;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario820;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario820;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario820;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario820;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario116;We had all inclusive but we were unable to eat at all the restaurants outside of Moro without a surcharge.....crazy!! We met 2 couples staying at the Marina and...;4.0;El Cid El Moro Beach Hotel;4.0
Usuario116;We stopped in for a quick drink only to find hockey on the TV's. We are huge hockey fans so we stayed and enjoyed not only the games but the fabulous music!! We...;5.0;Rock & Brews;4.5
Usuario116;Took pics from our sailboat. It was a beautiful view and day on the water! We chose the Cabo Adventures Luxury Sailing trip. Only 16 on board. Highly recommende...;5.0;Bahía de Cabo San Lucas;4.5
Usuario116;Staff was great...food was terrific!! A little disappointed with the snorkeling as there were hardly any fish. It was too windy to paddleboard but we did see a ...;5.0;Cabo Adventures - Luxury Sailing Adventure;5.0
Usuario116;Beautiful resort, wonderful staff....the only downside was that we had a studio and NO COFFEEMAKER!! The coffee shop only opened at 7:15 am......The boutique wa...;5.0;The Grand Mayan at Vidanta Los Cabos;4.0
Usuario116;Excellent beautiful resort! Beach shuttle was terrific and staff so friendly. No pressure to attend an update which we declined. We did a Duplin Wine tour throu...;5.0;Presidential Villas;4.0
Usuario116;We had a fabulous wine tour. Turns out it was a private tour as we were the only ones booked! Wolf, our driver was amazing....we learned so much about the area ...;5.0;Sandbanks Vacations & Tours;5.0
Usuario116;Was a great 6 hr tour! Siki, our guide was fantastic! Saw dolphins, swam with the stingrays and black tip reef sharks. Made tuna cervice and had a wonderful BBQ...;5.0;Albert Moana Lagoon Tour;4.5
Usuario116;Lots of fish and stingrays and sharks to see....current is strong but they have ropes to hang on to....great snorkeling.;5.0;Lagoonarium;4.5
Usuario116;easy access and best price to rent cars.....best tour prices and great staff....great variety of choices for tours...;5.0;Albert's Transport;4.5
Usuario116;Expensive buffet for a so-so food....show OK but not memorable. Nice setting but very disappointing...;2.0;Hotel Kaveka Restaurant;4.0
Usuario116;Pickup and dropoff at your hote. Food was excellent and setting was fantastic. Right on the water.....;5.0;Moorea Beach Cafe;4.0
Usuario116;Picked up and dropped off at our hotel. Food very good....nice ambiance, service good....Enjoyed our meal.;5.0;Le Mahogany;4.5
Usuario116;We went there 4 times...great ice cream! So many flavours....yummy! Good price, nice patio, nice lady......;5.0;Lollipop ice cream;4.0
Usuario116;Really enjoyed the food...fast service, nice presentation, great taste...simple decor but pleasant. They had some entertainment...enjoyable....;5.0;Golden Lake Restaurant;4.0
Usuario116;Simple decor, warm welcome...excellent signature dish - Parrot fish stuffed wirth crab! WOW!!! Owner very friendly and staff friendly;5.0;Rudy's;4.5
Usuario116;Excellent flight! 2 complimentary meals and any beverage....flight attentant were great! Pillows, blankets, ear plugs, blinders and socks all complimentary....;5.0;Air Tahiti Nui;3.5
Usuario116;Very slow service.....Air Tahiti Nui offered 2 meals and alcoholic beverages free of charge!! AC charges for mediocre food....only free non-alcoholic drinks...;3.0;Air Canada;3.0
Usuario116;After our jip lining and got wet!!! Then went for a mule ride and had a terrific lunch in their outdoor cafe. Highly recommended. The pictures were great and we...;5.0;Canopy River;5.0
Usuario116;Staff were terrific and very entertaining. Snorkeling was good, kayaking fun and the boat bird tour very informative and enjoyable. The lunch buffet was excelle...;4.0;Islas Marietas;4.5
Usuario1302;Excelente comida y servicio, no se pierdan el lechón , todo estaba para chuparse los dedos y los daikiris muy buenos, la atención que nos brindaron fue de prime...;5.0;Ivan Chef Justo;4.5
Usuario1302;Los jueves se pone un mercadillo en el que venden infinidad de cosas, artesanías, arte, ropa, comida, etc. Aparte un excelente lugar para visitar, lleno de buen...;5.0;Marina Vallarta;4.5
Usuario1302;Excelentes vacaciones y ubicación del hotel, la playa muy bonita y muy grande la alberca, la comida está muy buena, las habitaciones de buen tamaño y limpias, e...;5.0;Fiesta Americana Puerto Vallarta All Inclusive & Spa;4.5
Usuario1302;Excelente ubicación en el centro de Puerto Vallarta, cerca de todo caminando, a una cuadra del rió Cuale y el mercado de artesanías a otras pocas del malecón, r...;5.0;Hotel Belmar;4.0
Usuario1302;De las mejores vistas de Puerto Vallarta ya que se encuentra en lo alto da la montaña y tienes una espectacular de la bahía y el verde de la selva, la atención...;5.0;Terra Noble Art & Healing Center;4.0
Usuario1302;Tiene un excelente chef Guillermo Wulff, el cual cambia todos los días el menú según los productos de la temporada, preparados exquisitamente, lugar para disfru...;5.0;Barrio Bistro;4.5
Usuario1302;Este museo tiene de las mejores piezas completas como la puerta de Babilonia, el altar de Zeus, es impresionante, increíble todas las piezas que alberga, no se ...;5.0;Museo de Pérgamo;4.5
Usuario1302;Me llamo la atención que tuvieran tan buenas piezas de Egipto en esta colección, y el busto de Nefertiti que tantas veces lo había visto en reproducciones ellos...;5.0;Neues Museum;4.5
Usuario1302;Es uno de los mejores tours que he tomado, desde que te embarcas, la cena bufete, el espectáculo en medio de la selva es sensacional, yo lo recomiendo ampliamen...;5.0;Rhythms of the Night by Vallarta Adventures;4.5
Usuario1302;Excelente comida,pedimos varios platos para probar y a cual mejor, la atención y servicio inigualables lo recomiendo ampliamente;5.0;Mikado;4.0
Usuario1302;Ideal para pasar el día ya que encuentras las mejores tiendas y buenos restaurantes, tiene cines, también área de comida rápida y casino, juegos para los niños;4.0;La Gran Plaza Fashion Mall;4.5
Usuario1302;Buen restaurante italiano, riquísima pasta y excelentes postres, buena atención. Esta muy bien ubicado;5.0;El Italiano;4.5
Usuario1302;Me encanta su comida, tiene muy buenos cortes de carne y sus empanadas son una delicia, hay que ir temprano por que se llena y aparte la calle es muy transitada;5.0;La Matera;4.5
Usuario1302;Toda una tradición en comida mexicana, a mi me encanta es delicioso la verdad, aparte puedes oír música en vivo y llevar a tu familia;4.0;El Abajeño Minerva;4.0
Usuario1302;No puedes dejar de ir si vas a Guadalajara, la autentica carne en su jugo, ademas el servicio es rapidísimo (demasiado para mi gusto, casi casi te quitan el pla...;3.0;Karne Garibaldi;4.5
Usuario1302;Hermoso lugar, santuario natural de pajaros y peces, esnorquelea y disfruta del lugar, hay especies muy especiales de pajaros;5.0;Islas Marietas;4.5
Usuario1302;Recorre el malecón, desde la entrada al centro de la ciudad hasta el muelle, encontraras esculturas, restaurantes, tiendas y muchas cosas que hacer;5.0;Malecón Boardwalk;4.5
Usuario1302;La atención es de primera, recibes un trato de primera y te ayudan en todo, cómodas habitaciones, los cuartos muy limpios, el desayuno excelente y sin duda regr...;5.0;Hotel Meson del Valle by AHS;4.5
Usuario1302;Visite el hotel y muy buenas instalaciones, no me gustaron las momias y no me quedaría allí por eso, es un lugar muy interesante y tienen un restaurante arriba ...;5.0;Casa Santo Domingo Museums;4.5
Usuario1302;Es el centro de la ciudad lleno de tiendas en donde puedes encontrar todo lo mejor y de lugares historicos;4.0;Arco de Santa Catalina;4.5
Usuario614;Ame este lugar, desde que empeizas a caminar para llegar a el lo hace encantador. Al entrar no esperes encontrar lujos, es un lugar sumamente sencillo pero con ...;5.0;S caffecito;4.5
Usuario614;Jardines es un lugar incomparable para los amantes de las plantas y paisajes, solo que tienes que ir preparado para caminar muchisimo (no tacones), hay carritos...;5.0;Jardines de México;4.5
Usuario614;Es un balneario clásico, en donde encuentras infinidad de albercas para cada gusto, toboganes, áreas verdes, es inmenso y muy barato, si quieres un lugar bonito...;4.0;Issstehuixtla;4.0
Usuario614;Xplor te garantiza diversión y adrenalina al 100% Compren sus entradas y fotos por internet porque les saldrá más económico. De preferencia con más de 20 días ...;5.0;Xplor;4.5
Usuario614;No pueden irse de Akumal sin visitar este lugar tan bonito. La vista es increíble, la comida muy rica y los tragos pfffff 💙. El ceviche de camarón esta riquí...;5.0;La Buena Vida;4.5
Usuario614;Desde el momento en que llegas amas Xcaret, es un parque lleno de vida!! Eso si prepárense para caminar y caminar sin parar. Les recomiendo comprar sus pases ...;5.0;Parque Xcaret;4.5
Usuario614;El hotel es muy bonito y la ubicación es perfecta! Porque te queda casi todo a 15min Xplor, Xcaret, Playa del Carmen, Tulum, AKumal... Etc! Todo está súper cerc...;5.0;Barcelo Maya Caribe;4.5
Usuario614;El hotel esta increíble! Las instalaciones, recamaras, jardines! Todo de primera!!! Me encanto! El único detalle es que no tiene playa y tienes que ir a la pl...;4.0;Mayan Palace Acapulco;4.0
Usuario614;Un lugar sencillo pero la comida muy rica! Probé la pasta marinera y pfff 👌 esta súper buena! Tiene un toque pocosito rico, yo le agregue queso gorgonzola porq...;4.0;La Pizza Della Nonna;4.5
Usuario614;La pizza mediterránea con pulpo y camarón!!!! Que cosa mas deliciosaaaaa!!!! Y el queso ni se diga! Es una de las pizzas mas grasosas que he comido jaja pero va...;4.0;Restaurante 1900;4.0
Usuario614;Simplemente me encanta!!! Les recomiendo ir en bola con amigos y así para que pidan canciones y no les salga tan caro porque cada canción vale $100 y no te pued...;5.0;Cantina La Coyoacana;4.0
Usuario614;Desde antes de llegar a la playa empieza la aventura porque esta toda iluminada de velas y se ve super bonito! El espectáculo te mueve todo, la música, el ves...;5.0;Rhythms of the Night by Vallarta Adventures;4.5
Usuario614;Muy padre para irte a dar una vuelta por la noche, esta lleno de bares y restaurantes. Hacen unas figuras con arena muy bonitas y puedes picar un poco de todo, ...;3.0;Malecón Boardwalk;4.5
Usuario614;El lugar sencillo pero la idea bastante buena, me encanto mi recamara! Era habitación doble con vista a la calle, tenía una litera muy coqueta, el baño fue lo q...;4.0;Kuku Ruku Queretaro;4.0
Usuario614;El lugar es pequeño pero muy bonito, la comida deliciosa!!! Les recomiendo los tacos de chapulines y la tlayuda pfffff!!!!;5.0;Maria y su bici;3.5
Usuario614;Es un tour 1000% Adrenalina, con infinidad de actividades desde pasar caminando por una cuerda, rappel, hasta la tirolesa superman que esta increible!! Hay dife...;5.0;Vallarta Adventures;4.5
Usuario614;La playa esta muy padre, el unico detalle es que el agua esta helada!!!! Horrible jajaj sufres un poco porque solo puedes entrar a la isla nadando, pero vale la...;5.0;Islas Marietas;4.5
Usuario614;Un viaje para hacerlo tu solito! Y si vas en pareja con mayor razón. Es mucho más divertido ir por tu cuenta y por mucho mas barato!!! Tomas una lancha taxi e...;5.0;Yelapa Waterfalls;4.0
Usuario614;Las habitaciones necesitan remodelación sin embargo la limpieza en ellas es muy buena. Lo que me encanto fueron las albercas,los jardines, la vista es increible...;4.0;Princess Mundo Imperial;4.0
Usuario614;La comida es deliciosa, la ubicación me encantom tienen amacas donde puedes reposar después de haber comido, un área para niños muy bonita, baños limpios lo cua...;5.0;Playa Barra Vieja;4.5
Usuario285;Si bien es un lugar donde no se puede desembarcar por ser reserva natural, vale la pena visitarlas y realizar las actividades acuáticas que se proponen así como...;4.0;Islas Marietas;4.5
Usuario285;Es un muy lindo lugar con sus cocoteros desde donde se ve buena parte de la Bahía de banderas. En su recorridos se encuentran locales comerciales y una serie de...;4.0;Malecón Boardwalk;4.5
Usuario285;Si bien no me iba a hospedar en el centro, previo a mi viaje estuve buscando actividades para realizar. Una opción para conocer el centro histórico es a través ...;4.0;El Centro;4.5
Usuario285;Si vas a conocer el centro histórico, es uno de los lugares de la foto obligada con uno de los símbolos que tiene Puerto Vallarta.;3.0;Caballito;4.5
Usuario285;Realice con Vallarta adventures la excursión a las islas Marietas. Si bien comienza a la manana muy temprano con un desayuno buffet, vale la pena madrugar si te...;4.0;Vallarta Adventures;4.5
Usuario285;Quede encantada con este hotel. En la recepción muy amables, contestaron nuestras consultas. Nos toco una habitación suite muy linda. Si bien no pudimos cenar e...;5.0;Hotel Riu Vallarta;4.0
Usuario285;Lugar en donde se disfruta de las maravillas de la fauna del lugar. A pesar de lo muy nublado y frío que estaba ese día, FUE UNA MARAVILLA;5.0;Playa La Cantera;4.5
Usuario285;Para mi solo un centro de interpretación mas. La mayor atracción: sacarse la foto con el esqueleto de la ballena. Tal vez si un buen interprete explicara algo e...;3.0;Centro De Visitantes Istmo Ameghino;4.0
Usuario285;Hace mucho tenia ganas de visitarlo y quede muy a gusto. Es un recorrido retrospectivo de 1 h en donde se pueden ver replicas y originales de piezas paleográfic...;4.0;Museo Paleontologico Egidio Feruglio;4.5
Usuario285;Ubicado en pleno centro frente al mar, cerca de todos los comercios y con una muy linda vista al mar. Las habitaciones son bastante amplias y el desayuno bufet ...;4.0;Hotel Peninsula Valdes;4.0
Usuario285;Para conocer un poco de sus hábitos y comportamiento. Al final del sendero, ademas, se tiene una muy linda vista.;4.0;Punta Tombo;4.5
Usuario285;"Llamado ""el palacio"" este chalet, de principios del 1900, alberga un museo bien armado donde las distintas plantas nos van llevando por la historia y los avance...";4.0;Museo Provincial de Ciencias Naturales y Oceanográfico;4.5
Usuario285;El estilo gales esta bastante perdido. Igualmente hay lugares donde se puede aprender de la historia y costumbres de los habitantes galeses.;3.0;Pueblo de Gaiman;4.0
Usuario285;Desde muy pequeña pasaba por la puerta de esta esquina emblematica de la ciudad pero recien despues de muchos años tuve la oportunidad de entrar y cenar. Buena ...;4.0;Esquina Homero Manzi;4.5
Usuario285;La ímponencia de los glaciares es indescriptible. Vale la pena pararse en los balcones frente al Perito Moreno a esperar ver algun rompimiento, aunque sea peque...;4.0;Perito Moreno Glacier;5.0
Usuario285;Una buena opcion tanto por su calidad de atencion, servicio y comida. Se destacan los platos tipicos españoles y que las porciones no son escasas.;4.0;Carmen;4.0
Usuario285;Buen ambiente, comida muy rica y abundante. Si se busca precio es una de las mejores opciones que se encuentran. 100% recomendable.;4.0;Pura Vida Resto Bar;4.5
Usuario285;Lindo y amplio lugar donde poder comer. Buena recepción con esa amabilidad que caracteriza a los mejicanos. Impresionante la capilla que tienen.;4.0;La Casona de Valladolid by Xcaret;4.5
Usuario285;Todo Yucatan esta poblado de xenotes, pero este en particular es impresionante (al menos de los que visite), un encuentro con la naturaleza. No pude zambullirme...;5.0;Cenonte Ik Kil;4.5
Usuario285;Se destaca la amabilidad de todos sus empleados. Playa, pileta, actividades recreativas, shows para todos los gustos. Variedad de sabrosas comidas. Lo que se p...;4.0;Occidental Tucancun;4.0
Usuario1060;Es un lugar muy acogedor, pero sobre todo, con una comida típica mexicana deliciosa, los panecillos recién horneados, son riquísimos, la sopa de tortilla y el m...;5.0;Restaurante El Cardenal;4.5
Usuario1060;Es un hotel muy bien ubicado, (frente a la Diana), lo que facilita el acceso a puntos de interés, pero además, sus habitaciones muy amplias y limpias, el person...;4.0;Park Nilo Hotel;4.0
Usuario1060;En esta ocasión tocó ir de vacaciones, y la verdad fue una excelente experiencia, desde que llegamos fuimos recibidos con mucha amabilidad por parte del persona...;5.0;Barcelo Puerto Vallarta;4.0
Usuario1060;Un lugar muy especial y confortable para tomar café y algo más, las especialidades de café están muy ricas, pero también recomiendo probar sus baguet, que están...;5.0;Bertico Cafe;4.0
Usuario1060;Afortunadamente, es un restaurante que nos quedó frente al hotel, sus desayunos muy ricos y abundantes, el personal muy amable, el problema, es que tienes que e...;5.0;Bisquets Obregón;4.0
Usuario1060;Es un hotel muy cómodo, y sobre todo, muy bien ubicado, en pleno centro de la ciudad, lo que nos permitió trasladarnos a varios lugares, sus habitaciones muy li...;5.0;Hotel Ritz Mexico;3.5
Usuario1060;Es un lugar maravilloso, muy relajante, con sus aguas termales y sus posas, es como estar en un paraíso, pero además se puede vivir la aventura de pasar por el ...;5.0;Grutas de Tolantongo;4.0
Usuario1060;La barbacoa es deliciosa, así como los otros platillos y muy bien servidos, el problema es que se tardan mucho en atenderte, sobre todo si te toca en la parte d...;4.0;Restaurant el montalayo;4.5
Usuario1060;El personal del hotel es muy amable, al principio parecía que no, porque no nos volteaban ni a ver, pero se dieron cuenta de su actitud y en todo momento nos tr...;4.0;Hotel Portonovo Plaza Centro Guadalajara;4.0
Usuario1060;Una joya arquitectónica, ubicada en el centro de la ciudad, que además de guardar historia de la ciudad, es muy bella y vale la pena visitar este edificio.;5.0;Teatro Degollado;4.5
Usuario1060;He estado en otros restaurantes de esta cadena, en otras ciudades, pero en este no me agradó mucho, porque tuvimie que hacer una gran fila para poder pasar, nos...;3.0;Sirloin Stockade;4.0
Usuario1060;Nunca había visitado el zoológico de Guadalajara y la verdad me encantó, hay atracciones para chicos y grande, pasearte en el tren o en sillas que atraviesan el...;5.0;Zoológico Guadalajara;4.5
Usuario1060;Nos gustó mucho la comida y nos tocó la suerte de dos por uno en tacos y arrachera, que tenía un deliciosos sabor, solo el servicio era algo lento, ya que había...;4.0;Potzollcalli;4.0
Usuario1060;A pesar de que cuenta con un espacio reducido, en este restaurante, se disfruta plenamente de la naturaleza y de sus deliciosos desayunos, muy bien servidos, cu...;5.0;Corazon Contento;4.0
Usuario1060;Me agradó mucho mi estancia en el hotel, desde que llegamos, el personal nos recibió con mucha amabilidad, muy cómoda la habitación y muy limpia. El hotel está ...;5.0;NH Collection Mexico City Reforma;4.0
Usuario1060;a pesar de que cuando llegamos a este restaurante, étes se encontraba casi vacío, se tardaron mucho primero en llevarnos la carta, después en servirnos, pero el...;2.0;Wingstop Mèxico;3.5
Usuario1060;El parque Guadiana, es un bosque ubicado casi en el corazón de la ciudad, lo que lo hace más atractivo, en él, se puede hacer infinidad de cosas, se pudiera pen...;5.0;Parque Guadiana;4.5
Usuario1060;Es un hotel muy agradable, y muy bien ubicado, en el centro de la ciudad, a pesar de que es algo antiguo, es muy limpio y sus habitaciones muy amplias, el perso...;4.0;Hotel Reforma;4.0
Usuario1060;Es un restaurante típico de la Ciudad, sus platillo muy bien preparados, con buen sazón y bien servidos, el problema es que se tardan mucho en servirte tu pedid...;4.0;La Maria;4.0
Usuario1060;cuando hicimos la reservación, en ella se especifica que la habitación cuenta con horno de microondas, frigobar y cafetera, cuando entramos a la habitación, vim...;3.0;Holiday Inn Express Manzanillo;4.0
Usuario1060;Muy ricos los platillos que te ofrecen en este lugar, y si los disfrutas a orilla de la playa mejor, aunque el servicio de meseros no era mu bueno, ya que se ta...;4.0;RESTAURANTE EUREKA;3.5
Usuario1060;Es un lugar muy bonito para disfrutar y comer en familia a la orilla del mar, disfrutas de los mariscos, pescados y de los tacos tostados de frijoles, mientras ...;4.0;Playa Miramar;4.5
Usuario1060;Llegamos de pasada a Fresnillo y nos hospedamos en este hotel, para pasar la noche, por fuera, y en la recepción, se veía muy bien, pero, las habitaciones son m...;3.0;Hotel del Mineral in Fresnillo;3.0
Usuario1060;Es un lugar típico, muy bien servido y la birria, deliciosa, te atienden bien, pero creo que aquí lo más importante es el sabor de los platillos.;4.0;Birrieria Jaramillo;4.0
